+----------+---------------------------+--------+--------------+
| p_brand  | p_type                    | p_size | supplier_cnt |
| Brand#12 | STANDARD PLATED BRASS     | 19     | 20           |
| Brand#13 | ECONOMY BRUSHED BRASS     | 9      | 20           |
| Brand#13 | ECONOMY BURNISHED STEEL   | 14     | 20           |
| Brand#13 | LARGE BURNISHED NICKEL    | 19     | 20           |
| Brand#13 | MEDIUM BURNISHED COPPER   | 36     | 20           |
| Brand#13 | SMALL BRUSHED TIN         | 45     | 20           |
| Brand#13 | STANDARD ANODIZED COPPER  | 3      | 20           |
| Brand#13 | STANDARD PLATED NICKEL    | 23     | 20           |
| Brand#14 | ECONOMY ANODIZED COPPER   | 14     | 20           |
| Brand#14 | ECONOMY PLATED TIN        | 36     | 20           |
| Brand#14 | ECONOMY POLISHED NICKEL   | 3      | 20           |
| Brand#14 | MEDIUM ANODIZED NICKEL    | 3      | 20           |
| Brand#14 | SMALL POLISHED TIN        | 14     | 20           |
| Brand#15 | MEDIUM ANODIZED COPPER    | 9      | 20           |
| Brand#15 | MEDIUM PLATED TIN         | 23     | 20           |
| Brand#15 | PROMO PLATED BRASS        | 14     | 20           |
| Brand#15 | SMALL ANODIZED COPPER     | 45     | 20           |
| Brand#15 | SMALL PLATED COPPER       | 49     | 20           |
| Brand#15 | STANDARD PLATED TIN       | 3      | 20           |
| Brand#21 | LARGE ANODIZED COPPER     | 36     | 20           |
| Brand#21 | LARGE BRUSHED TIN         | 3      | 20           |
| Brand#21 | MEDIUM ANODIZED COPPER    | 14     | 20           |
| Brand#21 | PROMO BRUSHED TIN         | 36     | 20           |
| Brand#21 | PROMO POLISHED NICKEL     | 45     | 20           |
| Brand#21 | SMALL ANODIZED COPPER     | 9      | 20           |
| Brand#21 | SMALL POLISHED NICKEL     | 23     | 20           |
| Brand#22 | LARGE ANODIZED COPPER     | 36     | 20           |
| Brand#22 | LARGE BRUSHED COPPER      | 49     | 20           |
| Brand#22 | PROMO ANODIZED TIN        | 49     | 20           |
| Brand#22 | PROMO POLISHED BRASS      | 45     | 20           |
| Brand#22 | SMALL BURNISHED STEEL     | 45     | 20           |
| Brand#23 | MEDIUM ANODIZED STEEL     | 45     | 20           |
| Brand#23 | PROMO POLISHED STEEL      | 23     | 20           |
| Brand#23 | STANDARD BRUSHED TIN      | 14     | 20           |
| Brand#23 | STANDARD PLATED NICKEL    | 36     | 20           |
| Brand#24 | PROMO PLATED COPPER       | 49     | 20           |
| Brand#24 | PROMO PLATED STEEL        | 49     | 20           |
| Brand#24 | PROMO POLISHED STEEL      | 9      | 20           |
| Brand#24 | STANDARD BRUSHED TIN      | 36     | 20           |
| Brand#25 | LARGE ANODIZED BRASS      | 3      | 20           |
| Brand#25 | PROMO BURNISHED TIN       | 3      | 20           |
| Brand#31 | ECONOMY POLISHED NICKEL   | 3      | 20           |
| Brand#31 | MEDIUM PLATED TIN         | 45     | 20           |
| Brand#31 | SMALL ANODIZED STEEL      | 14     | 20           |
| Brand#32 | ECONOMY ANODIZED COPPER   | 36     | 20           |
| Brand#32 | ECONOMY BRUSHED NICKEL    | 49     | 20           |
| Brand#32 | LARGE ANODIZED TIN        | 19     | 20           |
| Brand#32 | MEDIUM BURNISHED COPPER   | 19     | 20           |
| Brand#32 | SMALL ANODIZED STEEL      | 45     | 20           |
| Brand#33 | ECONOMY POLISHED COPPER   | 19     | 20           |
| Brand#33 | PROMO PLATED NICKEL       | 14     | 20           |
| Brand#33 | SMALL POLISHED TIN        | 9      | 20           |
| Brand#33 | STANDARD ANODIZED BRASS   | 49     | 20           |
| Brand#33 | STANDARD BURNISHED BRASS  | 45     | 20           |
| Brand#34 | ECONOMY BRUSHED NICKEL    | 49     | 20           |
| Brand#34 | LARGE BRUSHED BRASS       | 19     | 20           |
| Brand#34 | SMALL BRUSHED TIN         | 3      | 20           |
| Brand#34 | STANDARD PLATED COPPER    | 9      | 20           |
| Brand#35 | LARGE ANODIZED NICKEL     | 3      | 20           |
| Brand#35 | MEDIUM ANODIZED BRASS     | 45     | 20           |
| Brand#35 | MEDIUM ANODIZED STEEL     | 23     | 20           |
| Brand#35 | PROMO ANODIZED COPPER     | 49     | 20           |
| Brand#35 | SMALL POLISHED COPPER     | 14     | 20           |
| Brand#41 | LARGE ANODIZED STEEL      | 3      | 20           |
| Brand#41 | LARGE BRUSHED NICKEL      | 23     | 20           |
| Brand#41 | LARGE BURNISHED COPPER    | 3      | 20           |
| Brand#41 | MEDIUM PLATED STEEL       | 19     | 20           |
| Brand#41 | SMALL BURNISHED COPPER    | 23     | 20           |
| Brand#42 | MEDIUM BURNISHED BRASS    | 14     | 20           |
| Brand#42 | SMALL BURNISHED COPPER    | 3      | 20           |
| Brand#43 | ECONOMY POLISHED COPPER   | 9      | 20           |
| Brand#43 | SMALL PLATED STEEL        | 3      | 20           |
| Brand#43 | STANDARD BURNISHED TIN    | 23     | 20           |
| Brand#44 | LARGE ANODIZED STEEL      | 23     | 20           |
| Brand#44 | PROMO ANODIZED TIN        | 23     | 20           |
| Brand#51 | ECONOMY BRUSHED BRASS     | 49     | 20           |
| Brand#51 | ECONOMY POLISHED NICKEL   | 9      | 20           |
| Brand#51 | MEDIUM BRUSHED TIN        | 9      | 20           |
| Brand#51 | MEDIUM PLATED BRASS       | 9      | 20           |
| Brand#51 | PROMO BURNISHED BRASS     | 9      | 20           |
| Brand#51 | SMALL PLATED NICKEL       | 49     | 20           |
| Brand#51 | STANDARD ANODIZED NICKEL  | 49     | 20           |
| Brand#51 | STANDARD BRUSHED COPPER   | 3      | 20           |
| Brand#52 | ECONOMY ANODIZED BRASS    | 3      | 20           |
| Brand#52 | ECONOMY BRUSHED COPPER    | 49     | 20           |
| Brand#52 | LARGE ANODIZED NICKEL     | 45     | 20           |
| Brand#52 | MEDIUM ANODIZED TIN       | 23     | 20           |
| Brand#52 | MEDIUM BURNISHED TIN      | 45     | 20           |
| Brand#52 | SMALL PLATED COPPER       | 36     | 20           |
| Brand#52 | STANDARD ANODIZED BRASS   | 45     | 20           |
| Brand#53 | ECONOMY PLATED COPPER     | 45     | 20           |
| Brand#53 | PROMO ANODIZED COPPER     | 49     | 20           |
| Brand#53 | PROMO BRUSHED COPPER      | 23     | 20           |
| Brand#53 | PROMO PLATED TIN          | 19     | 20           |
| Brand#53 | PROMO POLISHED NICKEL     | 3      | 20           |
| Brand#53 | SMALL ANODIZED STEEL      | 9      | 20           |
| Brand#53 | SMALL BRUSHED COPPER      | 3      | 20           |
| Brand#53 | SMALL BRUSHED NICKEL      | 3      | 20           |
| Brand#54 | ECONOMY PLATED STEEL      | 9      | 20           |
| Brand#54 | ECONOMY POLISHED TIN      | 3      | 20           |
| Brand#54 | SMALL BRUSHED BRASS       | 19     | 20           |
| Brand#55 | MEDIUM ANODIZED COPPER    | 3      | 20           |
| Brand#55 | PROMO BURNISHED STEEL     | 14     | 20           |
| Brand#55 | PROMO POLISHED NICKEL     | 49     | 20           |
| Brand#55 | STANDARD ANODIZED BRASS   | 19     | 20           |
| Brand#55 | STANDARD BURNISHED COPPER | 45     | 20           |
| Brand#43 | ECONOMY ANODIZED TIN      | 3      | 19           |
| Brand#11 | ECONOMY ANODIZED BRASS    | 14     | 16           |
| Brand#11 | ECONOMY ANODIZED BRASS    | 23     | 16           |
| Brand#11 | ECONOMY ANODIZED COPPER   | 14     | 16           |
| Brand#11 | ECONOMY BRUSHED BRASS     | 49     | 16           |
| Brand#11 | ECONOMY BRUSHED STEEL     | 19     | 16           |
| Brand#11 | ECONOMY BURNISHED NICKEL  | 23     | 16           |
| Brand#11 | LARGE ANODIZED COPPER     | 14     | 16           |
| Brand#11 | LARGE BRUSHED TIN         | 45     | 16           |
| Brand#11 | LARGE BURNISHED COPPER    | 23     | 16           |
| Brand#11 | LARGE BURNISHED NICKEL    | 36     | 16           |
| Brand#11 | LARGE PLATED STEEL        | 14     | 16           |
| Brand#11 | MEDIUM BRUSHED NICKEL     | 14     | 16           |
| Brand#11 | MEDIUM BRUSHED STEEL      | 49     | 16           |
| Brand#11 | MEDIUM BURNISHED NICKEL   | 49     | 16           |
| Brand#11 | MEDIUM BURNISHED TIN      | 3      | 16           |
| Brand#11 | MEDIUM PLATED COPPER      | 9      | 16           |
| Brand#11 | PROMO ANODIZED BRASS      | 19     | 16           |
| Brand#11 | PROMO ANODIZED BRASS      | 49     | 16           |
| Brand#11 | PROMO ANODIZED STEEL      | 45     | 16           |
| Brand#11 | PROMO PLATED BRASS        | 45     | 16           |
| Brand#11 | SMALL ANODIZED TIN        | 45     | 16           |
| Brand#11 | SMALL BRUSHED STEEL       | 49     | 16           |
| Brand#11 | SMALL BURNISHED COPPER    | 19     | 16           |
| Brand#11 | SMALL BURNISHED COPPER    | 45     | 16           |
| Brand#11 | SMALL BURNISHED NICKEL    | 14     | 16           |
| Brand#11 | SMALL POLISHED NICKEL     | 36     | 16           |
| Brand#11 | STANDARD ANODIZED BRASS   | 19     | 16           |
| Brand#11 | STANDARD ANODIZED COPPER  | 14     | 16           |
| Brand#11 | STANDARD BRUSHED STEEL    | 45     | 16           |
| Brand#11 | STANDARD POLISHED NICKEL  | 23     | 16           |
| Brand#12 | ECONOMY ANODIZED TIN      | 14     | 16           |
| Brand#12 | ECONOMY BRUSHED COPPER    | 9      | 16           |
| Brand#12 | ECONOMY BRUSHED COPPER    | 36     | 16           |
| Brand#12 | ECONOMY BURNISHED BRASS   | 9      | 16           |
| Brand#12 | ECONOMY BURNISHED NICKEL  | 36     | 16           |
| Brand#12 | LARGE ANODIZED BRASS      | 14     | 16           |
| Brand#12 | LARGE ANODIZED COPPER     | 9      | 16           |
| Brand#12 | LARGE ANODIZED STEEL      | 23     | 16           |
| Brand#12 | LARGE BURNISHED TIN       | 36     | 16           |
| Brand#12 | LARGE PLATED COPPER       | 49     | 16           |
| Brand#12 | LARGE POLISHED COPPER     | 49     | 16           |
| Brand#12 | MEDIUM PLATED COPPER      | 19     | 16           |
| Brand#12 | MEDIUM PLATED NICKEL      | 23     | 16           |
| Brand#12 | PROMO ANODIZED BRASS      | 45     | 16           |
| Brand#12 | PROMO ANODIZED STEEL      | 49     | 16           |
| Brand#12 | PROMO BURNISHED STEEL     | 9      | 16           |
| Brand#12 | SMALL BRUSHED NICKEL      | 36     | 16           |
| Brand#12 | SMALL BRUSHED TIN         | 45     | 16           |
| Brand#12 | STANDARD ANODIZED BRASS   | 3      | 16           |
| Brand#12 | STANDARD ANODIZED NICKEL  | 14     | 16           |
| Brand#12 | STANDARD BRUSHED BRASS    | 3      | 16           |
| Brand#12 | STANDARD BRUSHED TIN      | 9      | 16           |
| Brand#12 | STANDARD BRUSHED TIN      | 36     | 16           |
| Brand#12 | STANDARD POLISHED COPPER  | 9      | 16           |
| Brand#13 | ECONOMY ANODIZED STEEL    | 45     | 16           |
| Brand#13 | ECONOMY POLISHED BRASS    | 3      | 16           |
| Brand#13 | LARGE BRUSHED NICKEL      | 23     | 16           |
| Brand#13 | LARGE BURNISHED NICKEL    | 9      | 16           |
| Brand#13 | MEDIUM BRUSHED STEEL      | 49     | 16           |
| Brand#13 | MEDIUM BURNISHED NICKEL   | 49     | 16           |
| Brand#13 | MEDIUM PLATED BRASS       | 49     | 16           |
| Brand#13 | PROMO ANODIZED BRASS      | 14     | 16           |
| Brand#13 | PROMO ANODIZED COPPER     | 3      | 16           |
| Brand#13 | SMALL ANODIZED STEEL      | 45     | 16           |
| Brand#13 | SMALL BURNISHED STEEL     | 19     | 16           |
| Brand#13 | SMALL PLATED BRASS        | 36     | 16           |
| Brand#13 | STANDARD ANODIZED BRASS   | 23     | 16           |
| Brand#13 | STANDARD ANODIZED STEEL   | 23     | 16           |
| Brand#13 | STANDARD BURNISHED BRASS  | 9      | 16           |
| Brand#13 | STANDARD PLATED NICKEL    | 9      | 16           |
| Brand#13 | STANDARD PLATED TIN       | 23     | 16           |
| Brand#14 | ECONOMY BRUSHED STEEL     | 3      | 16           |
| Brand#14 | ECONOMY PLATED NICKEL     | 9      | 16           |
| Brand#14 | ECONOMY PLATED STEEL      | 9      | 16           |
| Brand#14 | ECONOMY POLISHED NICKEL   | 19     | 16           |
| Brand#14 | LARGE ANODIZED COPPER     | 14     | 16           |
| Brand#14 | LARGE BRUSHED NICKEL      | 19     | 16           |
| Brand#14 | LARGE POLISHED STEEL      | 3      | 16           |
| Brand#14 | LARGE POLISHED TIN        | 23     | 16           |
| Brand#14 | MEDIUM BURNISHED COPPER   | 3      | 16           |
| Brand#14 | PROMO ANODIZED STEEL      | 36     | 16           |
| Brand#14 | PROMO PLATED BRASS        | 9      | 16           |
| Brand#14 | PROMO PLATED NICKEL       | 49     | 16           |
| Brand#14 | PROMO POLISHED BRASS      | 19     | 16           |
| Brand#14 | PROMO POLISHED STEEL      | 19     | 16           |
| Brand#14 | PROMO POLISHED TIN        | 45     | 16           |
| Brand#14 | SMALL BRUSHED BRASS       | 14     | 16           |
| Brand#14 | SMALL BURNISHED COPPER    | 45     | 16           |
| Brand#14 | STANDARD BRUSHED TIN      | 19     | 16           |
| Brand#14 | STANDARD PLATED COPPER    | 45     | 16           |
| Brand#14 | STANDARD PLATED TIN       | 9      | 16           |
| Brand#14 | STANDARD POLISHED TIN     | 49     | 16           |
| Brand#15 | ECONOMY BRUSHED STEEL     | 19     | 16           |
| Brand#15 | LARGE BRUSHED BRASS       | 14     | 16           |
| Brand#15 | LARGE BRUSHED STEEL       | 14     | 16           |
| Brand#15 | LARGE BURNISHED NICKEL    | 3      | 16           |
| Brand#15 | LARGE PLATED COPPER       | 49     | 16           |
| Brand#15 | PROMO ANODIZED NICKEL     | 3      | 16           |
| Brand#15 | PROMO BURNISHED TIN       | 49     | 16           |
| Brand#15 | PROMO PLATED STEEL        | 3      | 16           |
| Brand#15 | PROMO POLISHED STEEL      | 49     | 16           |
| Brand#15 | SMALL BRUSHED COPPER      | 9      | 16           |
| Brand#15 | SMALL BRUSHED NICKEL      | 23     | 16           |
| Brand#15 | SMALL PLATED BRASS        | 49     | 16           |
| Brand#15 | STANDARD ANODIZED COPPER  | 45     | 16           |
| Brand#15 | STANDARD BRUSHED COPPER   | 14     | 16           |
| Brand#15 | STANDARD PLATED TIN       | 36     | 16           |
| Brand#21 | ECONOMY ANODIZED STEEL    | 45     | 16           |
| Brand#21 | ECONOMY BRUSHED COPPER    | 9      | 16           |
| Brand#21 | ECONOMY POLISHED STEEL    | 19     | 16           |
| Brand#21 | LARGE ANODIZED STEEL      | 14     | 16           |
| Brand#21 | MEDIUM ANODIZED STEEL     | 36     | 16           |
| Brand#21 | PROMO POLISHED BRASS      | 14     | 16           |
| Brand#21 | PROMO POLISHED TIN        | 49     | 16           |
| Brand#21 | SMALL BRUSHED COPPER      | 3      | 16           |
| Brand#21 | SMALL PLATED STEEL        | 45     | 16           |
| Brand#21 | SMALL PLATED TIN          | 45     | 16           |
| Brand#21 | STANDARD POLISHED STEEL   | 36     | 16           |
| Brand#22 | ECONOMY BRUSHED BRASS     | 9      | 16           |
| Brand#22 | ECONOMY BRUSHED NICKEL    | 36     | 16           |
| Brand#22 | ECONOMY POLISHED TIN      | 36     | 16           |
| Brand#22 | LARGE BRUSHED COPPER      | 19     | 16           |
| Brand#22 | LARGE BRUSHED TIN         | 36     | 16           |
| Brand#22 | LARGE POLISHED COPPER     | 19     | 16           |
| Brand#22 | MEDIUM ANODIZED BRASS     | 23     | 16           |
| Brand#22 | MEDIUM ANODIZED NICKEL    | 9      | 16           |
| Brand#22 | MEDIUM BRUSHED NICKEL     | 14     | 16           |
| Brand#22 | MEDIUM PLATED NICKEL      | 23     | 16           |
| Brand#22 | PROMO ANODIZED TIN        | 45     | 16           |
| Brand#22 | PROMO POLISHED STEEL      | 49     | 16           |
| Brand#22 | SMALL BRUSHED NICKEL      | 45     | 16           |
| Brand#22 | SMALL POLISHED BRASS      | 36     | 16           |
| Brand#22 | SMALL POLISHED STEEL      | 9      | 16           |
| Brand#22 | STANDARD BURNISHED BRASS  | 45     | 16           |
| Brand#22 | STANDARD BURNISHED NICKEL | 3      | 16           |
| Brand#22 | STANDARD PLATED BRASS     | 9      | 16           |
| Brand#23 | ECONOMY BRUSHED TIN       | 49     | 16           |
| Brand#23 | ECONOMY BURNISHED COPPER  | 45     | 16           |
| Brand#23 | ECONOMY BURNISHED NICKEL  | 19     | 16           |
| Brand#23 | ECONOMY BURNISHED TIN     | 9      | 16           |
| Brand#23 | ECONOMY PLATED BRASS      | 9      | 16           |
| Brand#23 | ECONOMY PLATED COPPER     | 14     | 16           |
| Brand#23 | LARGE ANODIZED STEEL      | 23     | 16           |
| Brand#23 | LARGE ANODIZED STEEL      | 49     | 16           |
| Brand#23 | LARGE BURNISHED COPPER    | 23     | 16           |
| Brand#23 | LARGE POLISHED NICKEL     | 9      | 16           |
| Brand#23 | MEDIUM BRUSHED STEEL      | 3      | 16           |
| Brand#23 | PROMO ANODIZED COPPER     | 19     | 16           |
| Brand#23 | PROMO ANODIZED TIN        | 3      | 16           |
| Brand#23 | PROMO BURNISHED COPPER    | 14     | 16           |
| Brand#23 | PROMO PLATED BRASS        | 3      | 16           |
| Brand#23 | SMALL ANODIZED BRASS      | 23     | 16           |
| Brand#23 | SMALL BRUSHED BRASS       | 45     | 16           |
| Brand#23 | SMALL POLISHED TIN        | 3      | 16           |
| Brand#23 | STANDARD BURNISHED COPPER | 19     | 16           |
| Brand#23 | STANDARD BURNISHED NICKEL | 49     | 16           |
| Brand#23 | STANDARD PLATED BRASS     | 9      | 16           |
| Brand#23 | STANDARD PLATED COPPER    | 45     | 16           |
| Brand#23 | STANDARD POLISHED BRASS   | 9      | 16           |
| Brand#24 | ECONOMY ANODIZED BRASS    | 3      | 16           |
| Brand#24 | ECONOMY BRUSHED COPPER    | 36     | 16           |
| Brand#24 | ECONOMY BRUSHED STEEL     | 14     | 16           |
| Brand#24 | ECONOMY POLISHED COPPER   | 36     | 16           |
| Brand#24 | ECONOMY POLISHED NICKEL   | 3      | 16           |
| Brand#24 | LARGE ANODIZED BRASS      | 23     | 16           |
| Brand#24 | LARGE BURNISHED BRASS     | 45     | 16           |
| Brand#24 | LARGE BURNISHED STEEL     | 14     | 16           |
| Brand#24 | LARGE PLATED TIN          | 9      | 16           |
| Brand#24 | MEDIUM BRUSHED NICKEL     | 49     | 16           |
| Brand#24 | MEDIUM BURNISHED STEEL    | 3      | 16           |
| Brand#24 | PROMO BURNISHED COPPER    | 49     | 16           |
| Brand#24 | PROMO BURNISHED STEEL     | 49     | 16           |
| Brand#24 | PROMO POLISHED STEEL      | 23     | 16           |
| Brand#24 | SMALL ANODIZED NICKEL     | 19     | 16           |
| Brand#24 | STANDARD BURNISHED COPPER | 19     | 16           |
| Brand#24 | STANDARD BURNISHED STEEL  | 36     | 16           |
| Brand#24 | STANDARD PLATED NICKEL    | 23     | 16           |
| Brand#24 | STANDARD PLATED TIN       | 49     | 16           |
| Brand#25 | ECONOMY ANODIZED COPPER   | 14     | 16           |
| Brand#25 | ECONOMY BURNISHED NICKEL  | 9      | 16           |
| Brand#25 | ECONOMY PLATED TIN        | 14     | 16           |
| Brand#25 | ECONOMY POLISHED TIN      | 45     | 16           |
| Brand#25 | LARGE ANODIZED STEEL      | 9      | 16           |
| Brand#25 | LARGE ANODIZED TIN        | 45     | 16           |
| Brand#25 | LARGE BRUSHED NICKEL      | 36     | 16           |
| Brand#25 | LARGE BURNISHED NICKEL    | 14     | 16           |
| Brand#25 | LARGE POLISHED STEEL      | 19     | 16           |
| Brand#25 | MEDIUM BRUSHED COPPER     | 9      | 16           |
| Brand#25 | MEDIUM BURNISHED COPPER   | 49     | 16           |
| Brand#25 | MEDIUM BURNISHED TIN      | 3      | 16           |
| Brand#25 | MEDIUM PLATED STEEL       | 9      | 16           |
| Brand#25 | PROMO ANODIZED BRASS      | 49     | 16           |
| Brand#25 | PROMO ANODIZED STEEL      | 19     | 16           |
| Brand#25 | PROMO ANODIZED TIN        | 23     | 16           |
| Brand#25 | PROMO BURNISHED COPPER    | 49     | 16           |
| Brand#25 | PROMO POLISHED COPPER     | 14     | 16           |
| Brand#25 | SMALL ANODIZED COPPER     | 23     | 16           |
| Brand#25 | SMALL BRUSHED STEEL       | 23     | 16           |
| Brand#25 | SMALL POLISHED COPPER     | 23     | 16           |
| Brand#25 | STANDARD BURNISHED STEEL  | 23     | 16           |
| Brand#25 | STANDARD BURNISHED TIN    | 3      | 16           |
| Brand#25 | STANDARD BURNISHED TIN    | 36     | 16           |
| Brand#25 | STANDARD PLATED BRASS     | 45     | 16           |
| Brand#25 | STANDARD PLATED COPPER    | 49     | 16           |
| Brand#31 | ECONOMY ANODIZED BRASS    | 45     | 16           |
| Brand#31 | ECONOMY BRUSHED COPPER    | 14     | 16           |
| Brand#31 | ECONOMY BRUSHED COPPER    | 36     | 16           |
| Brand#31 | LARGE ANODIZED STEEL      | 45     | 16           |
| Brand#31 | LARGE BURNISHED NICKEL    | 45     | 16           |
| Brand#31 | LARGE PLATED TIN          | 14     | 16           |
| Brand#31 | LARGE POLISHED COPPER     | 49     | 16           |
| Brand#31 | MEDIUM ANODIZED NICKEL    | 49     | 16           |
| Brand#31 | MEDIUM BURNISHED BRASS    | 19     | 16           |
| Brand#31 | PROMO ANODIZED NICKEL     | 14     | 16           |
| Brand#31 | PROMO BRUSHED TIN         | 45     | 16           |
| Brand#31 | PROMO BURNISHED STEEL     | 36     | 16           |
| Brand#31 | SMALL ANODIZED NICKEL     | 23     | 16           |
| Brand#31 | SMALL BRUSHED NICKEL      | 14     | 16           |
| Brand#31 | SMALL BRUSHED TIN         | 19     | 16           |
| Brand#31 | SMALL PLATED NICKEL       | 23     | 16           |
| Brand#31 | SMALL POLISHED BRASS      | 23     | 16           |
| Brand#31 | SMALL POLISHED TIN        | 14     | 16           |
| Brand#31 | SMALL POLISHED TIN        | 45     | 16           |
| Brand#31 | STANDARD BRUSHED COPPER   | 45     | 16           |
| Brand#31 | STANDARD POLISHED STEEL   | 36     | 16           |
| Brand#32 | ECONOMY BRUSHED STEEL     | 9      | 16           |
| Brand#32 | ECONOMY PLATED STEEL      | 14     | 16           |
| Brand#32 | LARGE ANODIZED BRASS      | 36     | 16           |
| Brand#32 | LARGE BURNISHED NICKEL    | 36     | 16           |
| Brand#32 | LARGE PLATED BRASS        | 36     | 16           |
| Brand#32 | LARGE PLATED STEEL        | 23     | 16           |
| Brand#32 | MEDIUM BRUSHED BRASS      | 49     | 16           |
| Brand#32 | MEDIUM BRUSHED TIN        | 9      | 16           |
| Brand#32 | MEDIUM PLATED COPPER      | 36     | 16           |
| Brand#32 | PROMO ANODIZED TIN        | 36     | 16           |
| Brand#32 | PROMO BRUSHED BRASS       | 9      | 16           |
| Brand#32 | PROMO BURNISHED STEEL     | 36     | 16           |
| Brand#32 | PROMO PLATED STEEL        | 3      | 16           |
| Brand#32 | PROMO PLATED TIN          | 45     | 16           |
| Brand#32 | SMALL BURNISHED TIN       | 49     | 16           |
| Brand#32 | SMALL PLATED NICKEL       | 36     | 16           |
| Brand#32 | SMALL POLISHED NICKEL     | 36     | 16           |
| Brand#32 | SMALL POLISHED STEEL      | 9      | 16           |
| Brand#32 | SMALL POLISHED TIN        | 36     | 16           |
| Brand#32 | STANDARD ANODIZED COPPER  | 14     | 16           |
| Brand#32 | STANDARD ANODIZED TIN     | 9      | 16           |
| Brand#32 | STANDARD BURNISHED COPPER | 45     | 16           |
| Brand#32 | STANDARD BURNISHED COPPER | 49     | 16           |
| Brand#32 | STANDARD POLISHED BRASS   | 14     | 16           |
| Brand#32 | STANDARD POLISHED STEEL   | 14     | 16           |
| Brand#33 | ECONOMY ANODIZED STEEL    | 49     | 16           |
| Brand#33 | ECONOMY PLATED BRASS      | 36     | 16           |
| Brand#33 | ECONOMY PLATED COPPER     | 19     | 16           |
| Brand#33 | ECONOMY POLISHED NICKEL   | 19     | 16           |
| Brand#33 | LARGE ANODIZED STEEL      | 45     | 16           |
| Brand#33 | LARGE ANODIZED TIN        | 45     | 16           |
| Brand#33 | LARGE BURNISHED COPPER    | 45     | 16           |
| Brand#33 | LARGE POLISHED STEEL      | 3      | 16           |
| Brand#33 | MEDIUM ANODIZED BRASS     | 23     | 16           |
| Brand#33 | MEDIUM ANODIZED NICKEL    | 3      | 16           |
| Brand#33 | MEDIUM ANODIZED TIN       | 14     | 16           |
| Brand#33 | MEDIUM BRUSHED COPPER     | 49     | 16           |
| Brand#33 | MEDIUM BURNISHED COPPER   | 9      | 16           |
| Brand#33 | PROMO BURNISHED BRASS     | 9      | 16           |
| Brand#33 | PROMO BURNISHED BRASS     | 19     | 16           |
| Brand#33 | PROMO PLATED STEEL        | 49     | 16           |
| Brand#33 | SMALL ANODIZED BRASS      | 36     | 16           |
| Brand#33 | SMALL BRUSHED BRASS       | 3      | 16           |
| Brand#33 | SMALL BRUSHED STEEL       | 9      | 16           |
| Brand#33 | SMALL POLISHED BRASS      | 14     | 16           |
| Brand#33 | SMALL POLISHED COPPER     | 36     | 16           |
| Brand#33 | SMALL POLISHED NICKEL     | 19     | 16           |
| Brand#33 | STANDARD ANODIZED BRASS   | 9      | 16           |
| Brand#33 | STANDARD ANODIZED TIN     | 3      | 16           |
| Brand#33 | STANDARD BURNISHED NICKEL | 49     | 16           |
| Brand#33 | STANDARD PLATED NICKEL    | 49     | 16           |
